
# azimuth[deg], altitude[deg], patchArea, vector.x, vector.y, vector.z, luminance[cd/m2]
246.6, 0.6, 0.00006980806627785664, -0.917704305, -0.397126115, 0.010471784, 2.3062210875948645
247.8, 0.6, 0.00006980806627785664, -0.925819819, -0.37782007, 0.010471784, 2.321170488476393
249.0, 0.6, 0.00006980806627785664, -0.933529238, -0.3583483, 0.010471784, 2.33554744349453
250.2, 0.6, 0.00006980806627785664, -0.94082918, -0.338719347, 0.010471784, 2.349326332588544
251.4, 0.6, 0.00006980806627785664, -0.947716443, -0.318941821, 0.010471784, 2.362482616404188
252.6, 0.6, 0.00006980806627785664, -0.954188007, -0.299024396, 0.010471784, 2.374992877042698
253.8, 0.6, 0.00006980806627785664, -0.960241032, -0.278975809, 0.010471784, 2.3868348570735107
255.0, 0.6, 0.00006980806627785664, -0.965872864, -0.258804854, 0.010471784, 2.3979874967475068
256.2, 0.6, 0.00006980806627785664, -0.971081032, -0.238520379, 0.010471784, 2.408430969363728
257.4, 0.6, 0.00006980806627785664, -0.975863252, -0.21813128, 0.010471784, 2.4181467147671194
258.6, 0.6, 0.00006980806627785664, -0.980217426, -0.197646503, 0.010471784, 2.427117470994732
259.8, 0.6, 0.00006980806627785664, -0.984141644, -0.177075031, 0.010471784, 2.4353273041568615
261.0, 0.6, 0.00006980806627785664, -0.987634185, -0.156425888, 0.010471784, 2.4427616367662304
262.2, 0.6, 0.00006980806627785664, -0.990693517, -0.135708131, 0.010471784, 2.449407274973282
263.4, 0.6, 0.00006980806627785664, -0.993318298, -0.114930848, 0.010471784, 2.4552524356639536
264.6, 0.6, 0.00006980806627785664, -0.995507377, -0.094103153, 0.010471784, 2.4602867754360447
265.8, 0.6, 0.00006980806627785664, -0.997259794, -0.073234181, 0.010471784, 2.464501425793675
267.0, 0.6, 0.00006980806627785664, -0.998574779, -0.052333087, 0.010471784, 2.4678890439278405
268.2, 0.6, 0.00006980806627785664, -0.999451757, -0.031409037, 0.010471784, 2.4704438976263794
269.4, 0.6, 0.00006980806627785664, -0.999890342, -0.01047121, 0.010471784, 2.4721620052717146
270.6, 0.6, 0.00006980806627785664, -0.999890342, 0.01047121, 0.010471784, 2.4730412569554554
271.8, 0.6, 0.00006980806627785664, -0.999451757, 0.031409037, 0.010471784, 2.473081080107036
273.0, 0.6, 0.00006980806627785664, -0.998574779, 0.052333087, 0.010471784, 2.472281463990816
274.2, 0.6, 0.00006980806627785664, -0.997259794, 0.073234181, 0.010471784, 2.4706428840622947
275.4, 0.6, 0.00006980806627785664, -0.995507377, 0.094103153, 0.010471784, 2.4681672771992167
276.6, 0.6, 0.00006980806627785664, -0.993318298, 0.114930848, 0.010471784, 2.464858450320743
277.8, 0.6, 0.00006980806627785664, -0.990693517, 0.135708131, 0.010471784, 2.4607219764581814
279.0, 0.6, 0.00006980806627785664, -0.987634185, 0.156425888, 0.010471784, 2.455765049998983
280.2, 0.6, 0.00006980806627785664, -0.984141644, 0.177075031, 0.010471784, 2.449996397226325
281.4, 0.6, 0.00006980806627785664, -0.980217426, 0.197646503, 0.010471784, 2.443426223269467
282.6, 0.6, 0.00006980806627785664, -0.975863252, 0.21813128, 0.010471784, 2.4360661759441142
283.8, 0.6, 0.00006980806627785664, -0.971081032, 0.238520379, 0.010471784, 2.4279293164250206
285.0, 0.6, 0.00006980806627785664, -0.965872864, 0.258804854, 0.010471784, 2.4190300920803907
286.2, 0.6, 0.00006980806627785664, -0.960241032, 0.278975809, 0.010471784, 2.4093843093017098
287.4, 0.6, 0.00006980806627785664, -0.954188007, 0.299024396, 0.010471784, 2.399009105303338
288.6, 0.6, 0.00006980806627785664, -0.947716443, 0.318941821, 0.010471784, 2.387922918400449
289.8, 0.6, 0.00006980806627785664, -0.94082918, 0.338719347, 0.010471784, 2.376145456535441
291.0, 0.6, 0.00006980806627785664, -0.933529238, 0.3583483, 0.010471784, 2.3636976639574168
292.2, 0.6, 0.00006980806627785664, -0.925819819, 0.37782007, 0.010471784, 2.3506016860323076
293.4, 0.6, 0.00006980806627785664, -0.917704305, 0.397126115, 0.010471784, 2.336880832203118
294.6, 0.6, 0.00006980806627785664, -0.909186255, 0.416257967, 0.010471784, 2.322559537145427
295.8, 0.6, 0.00006980806627785664, -0.900269406, 0.435207235, 0.010471784, 2.3076633201800814
297.0, 0.6, 0.00006980806627785664, -0.89095767, 0.453965607, 0.010471784, 2.2922187430168086
298.2, 0.6, 0.00006980806627785664, -0.88125513, 0.472524855, 0.010471784, 2.2762533659114528
299.4, 0.6, 0.00006980806627785664, -0.871166042, 0.490876837, 0.010471784, 2.259795702326679
300.6, 0.6, 0.00006980806627785664, -0.860694832, 0.509013505, 0.010471784, 2.242875172192175
301.8, 0.6, 0.00006980806627785664, -0.849846093, 0.526926902, 0.010471784, 2.2255220538657756
303.0, 0.6, 0.00006980806627785664, -0.838624583, 0.544609172, 0.010471784, 2.2077674349020326
304.2, 0.6, 0.00006980806627785664, -0.827035225, 0.562052558, 0.010471784, 2.18964316173939
305.4, 0.6, 0.00006980806627785664, -0.815083102, 0.57924941, 0.010471784, 2.171181788421737
306.6, 0.6, 0.00006980806627785664, -0.802773456, 0.596192184, 0.010471784, 2.152416524474469
307.8, 0.6, 0.00006980806627785664, -0.790111688, 0.612873448, 0.010471784, 2.133381182059524
309.0, 0.6, 0.00006980806627785664, -0.77710335, 0.629285885, 0.010471784, 2.114110122538153
310.2, 0.6, 0.00006980806627785664, -0.763754149, 0.645422297, 0.010471784, 2.0946382025744086
311.4, 0.6, 0.00006980806627785664, -0.750069941, 0.661275605, 0.010471784, 2.0750007199166163
312.6, 0.6, 0.00006980806627785664, -0.736056726, 0.676838856, 0.010471784, 2.0552333589983887
313.8, 0.6, 0.00006980806627785664, -0.721720654, 0.692105223, 0.010471784, 2.0353721365050546
315.0, 0.6, 0.00006980806627785664, -0.70706801, 0.70706801, 0.010471784, 2.015453347055813
316.2, 0.6, 0.00006980806627785664, -0.692105223, 0.721720654, 0.010471784, 1.9955135091564273
317.4, 0.6, 0.00006980806627785664, -0.676838856, 0.736056726, 0.010471784, 1.9755893115818937
318.6, 0.6, 0.00006980806627785664, -0.661275605, 0.750069941, 0.010471784, 1.95571756035333
319.8, 0.6, 0.00006980806627785664, -0.645422297, 0.763754149, 0.010471784, 1.9359351264782425
321.0, 0.6, 0.00006980806627785664, -0.629285885, 0.77710335, 0.010471784, 1.9162788946285783
322.2, 0.6, 0.00006980806627785664, -0.612873448, 0.790111688, 0.010471784, 1.8967857129363237
323.4, 0.6, 0.00006980806627785664, -0.596192184, 0.802773456, 0.010471784, 1.8774923440921554
324.6, 0.6, 0.00006980806627785664, -0.57924941, 0.815083102, 0.010471784, 1.8584354179386817
325.8, 0.6, 0.00006980806627785664, -0.562052558, 0.827035225, 0.010471784, 1.8396513857562053
327.0, 0.6, 0.00006980806627785664, -0.544609172, 0.838624583, 0.010471784, 1.8211764764458012
328.2, 0.6, 0.00006980806627785664, -0.526926902, 0.849846093, 0.010471784, 1.8030466548217645
